Year,Category,Date,Book Title,Author,source
2020,Fiction,September 6,Royal,Danielle Steel,scraper_wikipedia
2020,Fiction,September 13,Thick as Thieves,Sandra Brown,scraper_wikipedia
2020,Fiction,September 20,All the Devils Are Here,Louise Penny,scraper_wikipedia
2020,Fiction,September 27,Shadows in Death,J. D. Robb,scraper_wikipedia
2020,Fiction,October 4,The Evening and the Morning,Ken Follett,scraper_wikipedia
2020,Fiction,October 11,The Book of Two Ways,Jodi Picoult,scraper_wikipedia
2020,Fiction,October 18,The Return,Nicholas Sparks,scraper_wikipedia
2020,Fiction,October 25,Troubles in Paradise,Elin Hilderbrand,scraper_wikipedia
2020,Fiction,November 1,A Time for Mercy,John Grisham,scraper_wikipedia
2020,Fiction,November 15,The Sentinel,Lee ChildandAndrew Child,scraper_wikipedia
2020,Fiction,November 22,Fortune and Glory,Janet Evanovich,scraper_wikipedia
2020,Fiction,November 29,The Law of Innocence,Michael Connelly,scraper_wikipedia
2020,Fiction,December 6,Rhythm of War,Brandon Sanderson,scraper_wikipedia
2020,Fiction,December 13,Ready Player Two,Ernest Cline,scraper_wikipedia
2020,Nonfiction,Educated,Tara Westover,Random House,scraper_wikipedia
2020,Nonfiction,Just Mercy,Bryan Stevenson,Spiegel & Grau,scraper_wikipedia
2020,Nonfiction,A Very Stable Genius,Philip RuckerandCarol Leonnig,Penguin Press,scraper_wikipedia
2020,Nonfiction,Profiles in Corruption,Peter Schweizer,HarperCollins,scraper_wikipedia
2020,Nonfiction,Open Book,Jessica Simpsonwith Kevin Carr O'Leary,Dey Street,scraper_wikipedia
2020,Nonfiction,The Mamba Mentality,Kobe Bryant,Melcher Media,scraper_wikipedia
2020,Nonfiction,The Splendid and the Vile,Erik Larson,Crown,scraper_wikipedia
2020,Nonfiction,Untamed,Glennon Doyle,The Dial Press,scraper_wikipedia
2020,Nonfiction,The Splendid and the Vile,Erik Larson,Crown,scraper_wikipedia
2020,Nonfiction,Hidden Valley Road,Robert Kolker,Doubleday,scraper_wikipedia
2020,Nonfiction,Untamed,Glennon Doyle,The Dial Press,scraper_wikipedia
2020,Nonfiction,White Fragility,Robin DiAngelo,Beacon Press,scraper_wikipedia
2020,Nonfiction,How to Be an Antiracist,Ibram X. Kendi,Random House,scraper_wikipedia
2020,Nonfiction,The Room Where It Happened,John Bolton,Simon & Schuster,scraper_wikipedia
2020,Nonfiction,Too Much and Never Enough,Mary L. Trump,Simon & Schuster,scraper_wikipedia
2020,Nonfiction,Live Free or Die,Sean Hannity,Threshold Editions,scraper_wikipedia
2020,Nonfiction,Untamed,Glennon Doyle,The Dial Press,scraper_wikipedia
2020,Nonfiction,His Truth Is Marching On,Jon Meacham,Random House,scraper_wikipedia
2020,Nonfiction,Melania and Me,Stephanie Winston Wolkoff,Gallery Books,scraper_wikipedia
2020,Nonfiction,Disloyal,Michael Cohen,Skyhorse Publishing,scraper_wikipedia
2020,Nonfiction,Rage,Bob Woodward,Simon & Schuster,scraper_wikipedia
2020,Nonfiction,The Meaning of Mariah Carey,Mariah CareywithMichaela Angela Davis,Andy Cohen /Holt,scraper_wikipedia
2020,Nonfiction,Humans,Brandon Stanton,St. Martin's Press,scraper_wikipedia
2020,Nonfiction,Caste,Isabel Wilkerson,Random House,scraper_wikipedia
2020,Nonfiction,Greenlights,Matthew McConaughey,Crown,scraper_wikipedia
2020,Nonfiction,Clanlands,Sam HeughanandGraham McTavish,Quercus,scraper_wikipedia
2020,Nonfiction,Humans,Brandon Stanton,St. Martin's Press,scraper_wikipedia
2020,Nonfiction,A Promised Land,Barack Obama,Crown,scraper_wikipedia
2021,Fiction,January 3,A Time for Mercy,John Grisham,scraper_wikipedia
2021,Fiction,January 17,The Duke and I,Julia Quinn,scraper_wikipedia
2021,Fiction,February 14,The Russian,James PattersonandJames O. Born,scraper_wikipedia
2021,Fiction,February 21,The Four Winds,Kristin Hannah,scraper_wikipedia
2021,Fiction,March 7,A Court of Silver Flames,Sarah J. Maas,scraper_wikipedia
2021,Fiction,March 14,The Four Winds,Kristin Hannah,scraper_wikipedia
2021,Fiction,March 21,Life After Death,Sister Souljah,scraper_wikipedia
2021,Fiction,March 28,The Four Winds,Kristin Hannah,scraper_wikipedia
2021,Fiction,April 4,Win,Harlan Coben,scraper_wikipedia
2021,Fiction,April 11,The Four Winds,Kristin Hannah,scraper_wikipedia
2021,Fiction,April 18,The Hill We Climb,Amanda Gorman,scraper_wikipedia
2021,Fiction,May 2,Ocean Prey,John Sandford,scraper_wikipedia
2021,Fiction,May 9,A Gambling Man,David Baldacci,scraper_wikipedia
2021,Fiction,May 16,Sooley,John Grisham,scraper_wikipedia
2021,Fiction,May 23,21st Birthday,James Patterson andMaxine Paetro,scraper_wikipedia
2021,Fiction,May 30,While Justice Sleeps,Stacey Abrams,scraper_wikipedia
2021,Fiction,June 6,The Last Thing He Told Me,Laura Dave,scraper_wikipedia
2021,Fiction,June 13,Legacy,Nora Roberts,scraper_wikipedia
2021,Fiction,June 20,Freed,E. L. James,scraper_wikipedia
2021,Fiction,June 27,The President's Daughter,Bill ClintonandJames Patterson,scraper_wikipedia
2021,Fiction,July 11,The Last Thing He Told Me,Laura Dave,scraper_wikipedia
2021,Fiction,July 18,Once Upon a Time in Hollywood,Quentin Tarantino,scraper_wikipedia
2021,Fiction,July 25,The Paper Palace,Miranda Cowley Heller,scraper_wikipedia
2021,Fiction,August 1,The Cellist,Daniel Silva,scraper_wikipedia
2021,Fiction,August 8,Black Ice,Brad Thor,scraper_wikipedia
2021,Fiction,August 15,The Last Thing He Told Me,Laura Dave,scraper_wikipedia
2021,Fiction,August 22,Billy Summers,Stephen King,scraper_wikipedia
2021,Fiction,September 5,Bloodless,Douglas PrestonandLincoln Child,scraper_wikipedia
2021,Fiction,September 12,The Madness of Crowds,Louise Penny,scraper_wikipedia
2021,Fiction,September 19,A Slow Fire Burning,Paula Hawkins,scraper_wikipedia
2021,Fiction,September 26,Forgotten in Death,J. D. Robb,scraper_wikipedia
2021,Fiction,October 3,Apples Never Fall,Liane Moriarty,scraper_wikipedia
2021,Fiction,October 17,The Wish,Nicholas Sparks,scraper_wikipedia
2021,Fiction,October 24,The Lincoln Highway,Amor Towles,scraper_wikipedia
2021,Fiction,October 31,State of Terror,Hillary Rodham Clintonand Louise Penny,scraper_wikipedia
2021,Fiction,November 7,The Judge's List,John Grisham,scraper_wikipedia
2021,Fiction,November 14,Better Off Dead,Lee Childand Andrew Child,scraper_wikipedia
2021,Fiction,November 21,Game On,Janet Evanovich,scraper_wikipedia
2021,Fiction,November 28,The Dark Hours,Michael Connelly,scraper_wikipedia
2021,Fiction,December 5,Mercy,David Baldacci,scraper_wikipedia
2021,Fiction,December 12,Go Tell the Bees That I Am Gone,Diana Gabaldon,scraper_wikipedia
2021,Fiction,December 19,Wish You Were Here,Jodi Picoult,scraper_wikipedia
2021,Fiction,December 26,Call Us What We Carry,Amanda Gorman,scraper_wikipedia
2021,Nonfiction,A Promised Land,Barack Obama,Crown,scraper_wikipedia
2021,Nonfiction,Just as I Am,Cicely Tyson,HarperCollins,scraper_wikipedia
2021,Nonfiction,Think Again,Adam Grant,Viking Press,scraper_wikipedia
2021,Nonfiction,Walk in My Combat Boots,James Pattersonand Matt Eversmann with Chris Mooney,"Little, Brown and Company",scraper_wikipedia
2021,Nonfiction,How to Avoid a Climate Disaster,Bill Gates,Knopf,scraper_wikipedia
2021,Nonfiction,The Code Breaker,Walter Isaacson,Simon & Schuster,scraper_wikipedia
2021,Nonfiction,This Is the Fire,Don Lemon,"Little, Brown and Company",scraper_wikipedia
2021,Nonfiction,The Code Breaker,Walter Isaacson,Simon & Schuster,scraper_wikipedia
2021,Nonfiction,Broken Horses,Brandi Carlile,Crown,scraper_wikipedia
2021,Nonfiction,On the House,John Boehner,St. Martin's Press,scraper_wikipedia
2021,Nonfiction,"Out of Many, One",George W. Bush,Crown,scraper_wikipedia
2021,Nonfiction,What Happened to You?,Bruce D. PerryandOprah Winfrey,Flatiron Books,scraper_wikipedia
2021,Nonfiction,Killing the Mob,Bill O'ReillyandMartin Dugard,St. Martin's Press,scraper_wikipedia
2021,Nonfiction,The Anthropocene Reviewed,John Green,Dutton,scraper_wikipedia
2021,Nonfiction,Killing the Mob,Bill O'Reilly and Martin Dugard,St. Martin's Press,scraper_wikipedia
2021,Nonfiction,How the Word Is Passed,Clint Smith,"Little, Brown and Company",scraper_wikipedia
2021,Nonfiction,Killing the Mob,Bill O'Reilly and Martin Dugard,St. Martin's Press,scraper_wikipedia
2021,Nonfiction,The Body Keeps the Score,Bessel van der Kolk,Penguin Books,scraper_wikipedia
2021,Nonfiction,Nightmare Scenario,Yasmina Abutaleb andDamian Paletta,Harper,scraper_wikipedia
2021,Nonfiction,How I Saved the World,Jesse Watters,Broadside Books,scraper_wikipedia
2021,Nonfiction,American Marxism,Mark Levin,Threshold Editions,scraper_wikipedia
2021,Nonfiction,I Alone Can Fix It,Carol LeonnigandPhilip Rucker,Penguin Press,scraper_wikipedia
2021,Nonfiction,American Marxism,Mark Levin,Threshold Editions,scraper_wikipedia
2021,Nonfiction,The Afghanistan Papers,Craig Whitlock,Simon & Schuster,scraper_wikipedia
2021,Nonfiction,American Marxism,Mark Levin,Threshold Editions,scraper_wikipedia
2021,Nonfiction,Peril,Bob WoodwardandRobert Costa,Simon & Schuster,scraper_wikipedia
2021,Nonfiction,The Storyteller,Dave Grohl,Dey Street Books,scraper_wikipedia
2021,Nonfiction,Midnight in Washington,Adam Schiff,Random House,scraper_wikipedia
2021,Nonfiction,Not All Diamonds and Rosé,Dave Quinn,Andy Cohen,scraper_wikipedia
2021,Nonfiction,Going There,Katie Couric,"Little, Brown and Company",scraper_wikipedia
2021,Nonfiction,The Lyrics: 1956 to the Present,Paul McCartney,Liveright,scraper_wikipedia
2021,Nonfiction,Will,Will SmithwithMark Manson,Penguin Press,scraper_wikipedia
2021,Nonfiction,The 1619 Project,Nikole Hannah-JonesandThe New York Times Magazine,One World,scraper_wikipedia
2022,Fiction,Call Us What We Carry,Amanda Gorman,Viking Books,scraper_wikipedia
2022,Fiction,The Judge's List,John Grisham,Doubleday,scraper_wikipedia
2022,Fiction,It Ends with Us,Colleen Hoover,Atria Books,scraper_wikipedia
2022,Fiction,Abandoned in Death,J. D. Robb,St. Martin's Press,scraper_wikipedia
2022,Fiction,House of Sky and Breath,Sarah J. Maas,Bloomsbury Publishing,scraper_wikipedia
2022,Fiction,The Paris Apartment,Lucy Foley,William Morrow,scraper_wikipedia
2022,Fiction,"Hook, Line, and Sinker",Tessa Bailey,Avon,scraper_wikipedia
2022,Fiction,"Run, Rose, Run",Dolly PartonandJames Patterson,"Little, Brown and Company",scraper_wikipedia
2022,Fiction,The Match,Harlan Coben,Grand Central Publishing,scraper_wikipedia
2022,Fiction,Where the Crawdads Sing,Delia Owens,G. P. Putnam's Sons,scraper_wikipedia
2022,Fiction,It Ends with Us,Colleen Hoover,Atria Books,scraper_wikipedia
2022,Fiction,The Investigator,John Sandford,G. P. Putnam's Sons,scraper_wikipedia
2022,Fiction,Dream Town,David Baldacci,Grand Central Publishing,scraper_wikipedia
2022,Fiction,It Ends with Us,Colleen Hoover,Atria Books,scraper_wikipedia
2022,Fiction,Book Lovers,Emily Henry,Berkley Books,scraper_wikipedia
2022,Fiction,In the Blood,Jack Carr,Emily Bestler Books,scraper_wikipedia
2022,Fiction,Nightwork,Nora Roberts,St. Martin's Press,scraper_wikipedia
2022,Fiction,Sparring Partners,John Grisham,Doubleday,scraper_wikipedia
2022,Fiction,It Ends with Us,Colleen Hoover,Atria Books,scraper_wikipedia
2022,Fiction,The Hotel Nantucket,Elin Hilderbrand,"Little, Brown and Company",scraper_wikipedia
2022,Fiction,Where the Crawdads Sing,Delia Owens,G. P. Putnam's Sons,scraper_wikipedia
2022,Fiction,It Ends with Us,Colleen Hoover,Atria Books,scraper_wikipedia
2022,Fiction,Fairy Tale,Stephen King,Scribner,scraper_wikipedia
2022,Fiction,Where the Crawdads Sing,Delia Owens,G. P. Putnam's Sons,scraper_wikipedia
2022,Fiction,Dreamland,Nicholas Sparks,Random House,scraper_wikipedia
2022,Fiction,Verity,Colleen Hoover,Grand Central Publishing,scraper_wikipedia
2022,Fiction,Righteous Prey,John Sandford,G. P. Putnam's Sons,scraper_wikipedia
2022,Fiction,Long Shadows,David Baldacci,Grand Central Publishing,scraper_wikipedia
2022,Fiction,It Starts with Us,Colleen Hoover,Atria Books,scraper_wikipedia
2022,Fiction,A World of Curiosities,Louise Penny,Minotaur Books,scraper_wikipedia
2022,Fiction,It Starts with Us,Colleen Hoover,Atria Books,scraper_wikipedia
2022,Nonfiction,The 1619 Project,Nikole Hannah-JonesandThe New York Times Magazine,One World,scraper_wikipedia
2022,Nonfiction,The Storyteller,Dave Grohl,Dey Street Books,scraper_wikipedia
2022,Nonfiction,The 1619 Project,Nikole Hannah-Jones andThe New York Times Magazine,One World,scraper_wikipedia
2022,Nonfiction,Unthinkable,Jamie Raskin,Harper,scraper_wikipedia
2022,Nonfiction,The Body Keeps the Score,Bessel van der Kolk,Penguin Books,scraper_wikipedia
2022,Nonfiction,Enough Already,Valerie Bertinelli,Harvest,scraper_wikipedia
2022,Nonfiction,Red-Handed,Peter Schweizer,Harper,scraper_wikipedia
2022,Nonfiction,From Strength to Strength,Arthur C. Brooks,Portfolio,scraper_wikipedia
2022,Nonfiction,Red-Handed,Peter Schweizer,Harper,scraper_wikipedia
2022,Nonfiction,The Body Keeps the Score,Bessel van der Kolk,Penguin Books,scraper_wikipedia
2022,Nonfiction,One Damn Thing After Another,William P. Barr,William Morrow,scraper_wikipedia
2022,Nonfiction,The Body Keeps the Score,Bessel van der Kolk,Penguin Books,scraper_wikipedia
2022,Nonfiction,Bittersweet,Susan Cain,Crown,scraper_wikipedia
2022,Nonfiction,Freezing Order,Bill Browder,Simon & Schuster,scraper_wikipedia
2022,Nonfiction,The Body Keeps the Score,Bessel van der Kolk,Penguin Books,scraper_wikipedia
2022,Nonfiction,Finding Me,Viola Davis,HarperOne,scraper_wikipedia
2022,Nonfiction,Killing the Killers,Bill O'ReillyandMartin Dugard,St. Martin's Press,scraper_wikipedia
2022,Nonfiction,The Office BFFs,Jenna FischerandAngela Kinsey,Dey Street Books,scraper_wikipedia
2022,Nonfiction,Here's the Deal,Kellyanne Conway,Threshold Editions,scraper_wikipedia
2022,Nonfiction,Happy-Go-Lucky,David Sedaris,"Little, Brown and Company",scraper_wikipedia
2022,Nonfiction,James Patterson,James Patterson,"Little, Brown and Company",scraper_wikipedia
2022,Nonfiction,Battle for the American Mind,Pete Hegsethwith David Goodwin,Broadside Books,scraper_wikipedia
2022,Nonfiction,The Body Keeps the Score,Bessel van der Kolk,Penguin Books,scraper_wikipedia
2022,Nonfiction,Tanqueray,Stephanie Johnson andBrandon Stanton,St. Martin's Press,scraper_wikipedia
2022,Nonfiction,The Body Keeps the Score,Bessel van der Kolk,Penguin Books,scraper_wikipedia
2022,Nonfiction,I'm Glad My Mom Died,Jennette McCurdy,Simon & Schuster,scraper_wikipedia
2022,Nonfiction,Confidence Man,Maggie Haberman,Penguin Press,scraper_wikipedia
2022,Nonfiction,Beyond the Wand,Tom Felton,Grand Central Publishing,scraper_wikipedia
2022,Nonfiction,Radio's Greatest of All Time,Rush Limbaughwith Kathryn Adams Limbaugh andDavid Limbaugh,Threshold Editions,scraper_wikipedia
2022,Nonfiction,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,Flatiron Books,scraper_wikipedia
2022,Nonfiction,The Light We Carry,Michelle Obama,Crown,scraper_wikipedia
2023,Fiction,It Starts with Us,Colleen Hoover,Atria Books,scraper_wikipedia
2023,Fiction,Encore in Death,J. D. Robb,St. Martin's Press,scraper_wikipedia
2023,Fiction,It Starts with Us,Colleen Hoover,Atria Books,scraper_wikipedia
2023,Fiction,Things We Hide from the Light,Lucy Score,Bloom Books,scraper_wikipedia
2023,Fiction,Storm Watch,C. J. Box,G. P. Putnam's Sons,scraper_wikipedia
2023,Fiction,It Starts with Us,Colleen Hoover,Atria Books,scraper_wikipedia
2023,Fiction,I Will Find You,Harlan Coben,Grand Central Publishing,scraper_wikipedia
2023,Fiction,It Starts with Us,Colleen Hoover,Atria Books,scraper_wikipedia
2023,Fiction,Daisy Jones & the Six,Taylor Jenkins Reid,Ballantine Books,scraper_wikipedia
2023,Fiction,It Starts with Us,Colleen Hoover,Atria Books,scraper_wikipedia
2023,Fiction,Dark Angel,John Sandford,G. P. Putnam's Sons,scraper_wikipedia
2023,Fiction,Simply Lies,David Baldacci,Grand Central Publishing,scraper_wikipedia
2023,Fiction,Happy Place,Emily Henry,Berkley,scraper_wikipedia
2023,Fiction,The 23rd Midnight,James PattersonandMaxine Paetro,"Little, Brown and Company",scraper_wikipedia
2023,Fiction,Happy Place,Emily Henry,Berkley,scraper_wikipedia
2023,Fiction,Only the Dead,Jack Carr,Emily Bestler Books,scraper_wikipedia
2023,Fiction,Identity,Nora Roberts,St. Martin's Press,scraper_wikipedia
2023,Fiction,Happy Place,Emily Henry,Berkley,scraper_wikipedia
2023,Fiction,Cross Down,James PattersonandBrendan DuBois,"Little, Brown and Company",scraper_wikipedia
2023,Fiction,The Five-Star Weekend,Elin Hilderbrand,"Little, Brown and Company",scraper_wikipedia
2023,Fiction,Too Late,Colleen Hoover,Grand Central Publishing,scraper_wikipedia
2023,Fiction,Fourth Wing,Rebecca Yarros,Red Tower Books,scraper_wikipedia
2023,Fiction,The Collector,Daniel Silva,Harper,scraper_wikipedia
2023,Fiction,Fourth Wing,Rebecca Yarros,Red Tower Books,scraper_wikipedia
2023,Fiction,Tom Lake,Ann Patchett,Harper,scraper_wikipedia
2023,Fiction,Fourth Wing,Rebecca Yarros,Red Tower Books,scraper_wikipedia
2023,Fiction,Tom Lake,Ann Patchett,Harper,scraper_wikipedia
2023,Fiction,Fourth Wing,Rebecca Yarros,Red Tower Books,scraper_wikipedia
2023,Fiction,Holly,Stephen King,Scribner,scraper_wikipedia
2023,Fiction,Code Red,Kyle Mills,Emily Bestler Books,scraper_wikipedia
2023,Fiction,The Last Devil to Die,Richard Osman,Pamela Dorman Books,scraper_wikipedia
2023,Fiction,The Running Grave,Robert Galbraith,Mulholland Books,scraper_wikipedia
2023,Fiction,Judgement Prey,John Sandford,G. P. Putnam's Sons,scraper_wikipedia
2023,Fiction,Fourth Wing,Rebecca Yarros,Red Tower Books,scraper_wikipedia
2023,Fiction,The Exchange,John Grisham,Doubleday,scraper_wikipedia
2023,Fiction,The Secret,Lee ChildandAndrew Child,Delacorte Press,scraper_wikipedia
2023,Fiction,Dirty Thirty,Janet Evanovich,Atria Books,scraper_wikipedia
2023,Fiction,Iron Flame,Rebecca Yarros,Red Tower Books,scraper_wikipedia
2023,Nonfiction,The Light We Carry,Michelle Obama,Crown,scraper_wikipedia
2023,Nonfiction,Spare,Prince Harry,Random House,scraper_wikipedia
2023,Nonfiction,The Courage to Be Free,Ron DeSantis,Broadside Books,scraper_wikipedia
2023,Nonfiction,Spare,Prince Harry,Random House,scraper_wikipedia
2023,Nonfiction,Saved,Benjamin Hall,Harper,scraper_wikipedia
2023,Nonfiction,"Poverty, by America",Matthew Desmond,Crown,scraper_wikipedia
2023,Nonfiction,Outlive: The Science and Art of Longevity,Peter Attiawith Bill Gifford,Harmony,scraper_wikipedia
2023,Nonfiction,The Wager,David Grann,Doubleday,scraper_wikipedia
2023,Nonfiction,Spare,Prince Harry,Random House,scraper_wikipedia
2023,Nonfiction,The Wager,David Grann,Doubleday,scraper_wikipedia
2023,Nonfiction,Pageboy,Elliot Page,Flatiron Books,scraper_wikipedia
2023,Nonfiction,The Wager,David Grann,Doubleday,scraper_wikipedia
2023,Nonfiction,Outlive: The Science and Art of Longevity,Peter Attiawith Bill Gifford,Harmony,scraper_wikipedia
2023,Nonfiction,Killers of the Flower Moon,David Grann,Doubleday,scraper_wikipedia
2023,Nonfiction,Beyond the Story,BTSand Myeongseok Kang,Flatiron Books,scraper_wikipedia
2023,Nonfiction,American Prometheus,Kai BirdandMartin J. Sherwin,Vintage Books,scraper_wikipedia
2023,Nonfiction,Killers of the Flower Moon,David Grann,Doubleday,scraper_wikipedia
2023,Nonfiction,Elon Musk,Walter Isaacson,Simon & Schuster,scraper_wikipedia
2023,Nonfiction,The Democrat Party Hates America,Mark Levin,Threshold Editions,scraper_wikipedia
2023,Nonfiction,Enough,Cassidy Hutchinson,Simon & Schuster,scraper_wikipedia
2023,Nonfiction,Going Infinite,Michael Lewis,W. W. Norton & Company,scraper_wikipedia
2023,Nonfiction,Killers of the Flower Moon,David Grann,Doubleday,scraper_wikipedia
2023,Nonfiction,The Woman in Me,Britney Spears,Gallery Books,scraper_wikipedia
2023,Nonfiction,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,Flatiron Books,scraper_wikipedia
2023,Nonfiction,The Woman in Me,Britney Spears,Gallery Books,scraper_wikipedia
2023,Nonfiction,Oath and Honor,Liz Cheney,"Little, Brown and Company",scraper_wikipedia
2024,Fiction,Fourth Wing,Rebecca Yarros,Red Tower Books,scraper_wikipedia
2024,Fiction,Random in Death,J. D. Robb,St. Martin's Press,scraper_wikipedia
2024,Fiction,House of Flame and Shadow,Sarah J. Maas,Bloomsbury Publishing,scraper_wikipedia
2024,Fiction,The Women,Kristin Hannah,St. Martin's Press,scraper_wikipedia
2024,Fiction,Just for the Summer,Abby Jimenez,Forever,scraper_wikipedia
2024,Fiction,Toxic Prey,John Sandford,G. P. Putnam's Sons,scraper_wikipedia
2024,Fiction,A Calamity of Souls,David Baldacci,Grand Central Publishing,scraper_wikipedia
2024,Fiction,Funny Story,Emily Henry,Berkley,scraper_wikipedia
2024,Fiction,King of Sloth,Ana Huang,Bloom Books,scraper_wikipedia
2024,Fiction,The 24th Hour,James PattersonandMaxine Paetro,"Little, Brown and Company",scraper_wikipedia
2024,Fiction,Think Twice,Harlan Coben,Grand Central Publishing,scraper_wikipedia
2024,Fiction,You Like It Darker,Stephen King,Scribner,scraper_wikipedia
2024,Fiction,Camino Ghosts,John Grisham,Doubleday,scraper_wikipedia
2024,Fiction,Eruption,Michael CrichtonandJames Patterson,"Little, Brown and Company",scraper_wikipedia
2024,Fiction,The Housemaid Is Watching,Freida McFadden,Poisoned Pen Press,scraper_wikipedia
2024,Fiction,Red Sky Mourning,Jack Carr,Emily Bestler Books,scraper_wikipedia
2024,Fiction,The Women,Kristin Hannah,St. Martin's Press,scraper_wikipedia
2024,Fiction,A Death in Cornwall,Daniel Silva,Harper,scraper_wikipedia
2024,Fiction,The Black Bird Oracle,Deborah Harkness,Ballantine Books,scraper_wikipedia
2024,Fiction,It Ends with Us,Colleen Hoover,Atria Books,scraper_wikipedia
2024,Fiction,Daydream,Hannah Grace,[37],scraper_wikipedia
2024,Fiction,Passions in Death,J. D. Robb,St. Martin's Press,scraper_wikipedia
2024,Fiction,Somewhere Beyond the Sea,TJ Klune,Tor Books,scraper_wikipedia
2024,Fiction,Fourth Wing,Rebecca Yarros,Red Tower Books,scraper_wikipedia
2024,Fiction,Counting Miracles,Nicholas Sparks,Random House,scraper_wikipedia
2024,Fiction,The Boyfriend,Freida McFadden,Poisoned Pen Press,scraper_wikipedia
2024,Fiction,The Waiting,Michael Connelly,"Little, Brown and Company",scraper_wikipedia
2024,Fiction,In Too Deep,Lee ChildandAndrew Child,Delacorte Press,scraper_wikipedia
2024,Fiction,The Grey Wolf,Louise Penny,Minotaur Books,scraper_wikipedia
2024,Fiction,Hexed,Emily McIntire,Bloom Books,scraper_wikipedia
2024,Fiction,To Die For,David Baldacci,Grand Central Publishing,scraper_wikipedia
2024,Fiction,The Mirror,Nora Roberts,St. Martin's Press,scraper_wikipedia
2024,Fiction,Wicked,Gregory Maguire,William Morrow,scraper_wikipedia
2024,Fiction,Wind and Truth,Brandon Sanderson,Tor Books,scraper_wikipedia
2024,Fiction,James,Percival Everett,Doubleday,scraper_wikipedia
2024,Nonfiction,The Wager,David Grann,Doubleday,scraper_wikipedia
2024,Nonfiction,The Boys in the Boat,Daniel James Brown,Penguin Books,scraper_wikipedia
2024,Nonfiction,Oath and Honor,Liz Cheney,"Little, Brown and Company",scraper_wikipedia
2024,Nonfiction,Killers of the Flower Moon,David Grann,Doubleday,scraper_wikipedia
2024,Nonfiction,Blood Money,Peter Schweizer,Harper,scraper_wikipedia
2024,Nonfiction,The House of Hidden Meanings,RuPaul,Dey Street Books,scraper_wikipedia
2024,Nonfiction,Blood Money,Peter Schweizer,Harper,scraper_wikipedia
2024,Nonfiction,Get It Together,Jesse Watters,Broadside Books,scraper_wikipedia
2024,Nonfiction,The Anxious Generation,Jonathan Haidt,Penguin Press,scraper_wikipedia
2024,Nonfiction,Somehow,Anne Lamott,Riverhead Books,scraper_wikipedia
2024,Nonfiction,An Unfinished Love Story,Doris Kearns Goodwin,Simon & Schuster,scraper_wikipedia
2024,Nonfiction,The Anxious Generation,Jonathan Haidt,Penguin Press,scraper_wikipedia
2024,Nonfiction,The Demon of Unrest,Erik Larson,Crown,scraper_wikipedia
2024,Nonfiction,The Situation Room,George StephanopouloswithLisa Dickey,Grand Central Publishing,scraper_wikipedia
2024,Nonfiction,What This Comedian Said Will Shock You,Bill Maher,Simon & Schuster,scraper_wikipedia
2024,Nonfiction,The Demon of Unrest,Erik Larson,Crown,scraper_wikipedia
2024,Nonfiction,The War on Warriors,Pete Hegseth,Broadside Books,scraper_wikipedia
2024,Nonfiction,The Demon of Unrest,Erik Larson,Crown,scraper_wikipedia
2024,Nonfiction,On Call,Anthony Fauci,Viking,scraper_wikipedia
2024,Nonfiction,The Demon of Unrest,Erik Larson,Crown,scraper_wikipedia
2024,Nonfiction,The Anxious Generation,Jonathan Haidt,Penguin Press,scraper_wikipedia
2024,Nonfiction,Hillbilly Elegy,J. D. Vance,Harper,scraper_wikipedia
2024,Nonfiction,Shameless,Brian Tyler Cohen,[87],scraper_wikipedia
2024,Nonfiction,Imminent,Luis Elizondo,William Morrow,scraper_wikipedia
2024,Nonfiction,The Anxious Generation,Jonathan Haidt,Penguin Press,scraper_wikipedia
2024,Nonfiction,Lovely One,Ketanji Brown Jackson,Random House,scraper_wikipedia
2024,Nonfiction,Confronting the Presidents,Bill O'ReillyandMartin Dugard,St. Martin's Press,scraper_wikipedia
2024,Nonfiction,"Something Lost, Something Gained",Hillary Rodham Clinton,Simon & Schuster,scraper_wikipedia
2024,Nonfiction,The Small and the Mighty,Sharon McMahon,Thesis,scraper_wikipedia
2024,Nonfiction,Be Ready When the Luck Happens,Ina Garten,Crown,scraper_wikipedia
2024,Nonfiction,Melania,Melania Trump,Skyhorse Publishing,scraper_wikipedia
2024,Nonfiction,War,Bob Woodward,Simon & Schuster,scraper_wikipedia
2024,Nonfiction,Framed,John GrishamandJim McCloskey,Doubleday,scraper_wikipedia
2024,Nonfiction,Melania,Melania Trump,Skyhorse Publishing,scraper_wikipedia
2024,Nonfiction,"Cher: The Memoir, Part One",Cher,Dey Street Books,scraper_wikipedia
2024,Nonfiction,Melania,Melania Trump,Skyhorse Publishing,scraper_wikipedia
2025,Fiction,James,Percival Everett,Doubleday,scraper_wikipedia
2025,Fiction,Fourth Wing,Rebecca Yarros,Red Tower Books,scraper_wikipedia
2025,Nonfiction,The Backyard Bird Chronicles,Amy Tan,Alfred A. Knopf,scraper_wikipedia
2025,Nonfiction,The Anxious Generation,Jonathan Haidt,Penguin Press,scraper_wikipedia
2025,Nonfiction,The House of My Mother,Shari Franke,Gallery Books,scraper_wikipedia
2025,Nonfiction,Hillbilly Elegy,J. D. Vance,Harper,scraper_wikipedia
2025,Nonfiction,The Sirens' Call,Chris Hayes,Penguin Press,scraper_wikipedia
